content,score
"tidak membantu yang jadi pertanyaan saya buat apa sih ada EFIN segala ? dan ini saya coba untuk ke menu lupa EFIN gak pakai di analisa dulu, langsung gagal padahal tujuan saya download apk ini mau gabungin NPWP dan NIK tapi di persulit, lagian pihak pajak bisa kerja dikit gak sih, kan datanya sudah ada kenapa kita yang harus gabungin gaji tinggi pekerjaan cuman malak",1
Gimana mau taat dan patuh. Ini mau daftar susah bener. Klau bukan karena pekerjaan. Saya tidak mau repot-repot seperti ini,1
"😅😅 ini suruh masukin nik, sejak kapan nik cuman 15 digit, gimana mau login kalau nik yg bisa di masukan cuman 15",1
Mau nya gimana sih? Giliran pajak cepat nagihnya di rakyat. Giliran rakyat pakai aplikasi untuk memudahkan malah di persulit. Verifikasi gagal. Sinyal ok. Data valid. Tapi gagal terus. Giliran duit rakyat cepat di potongnya,1
"Gagal verifikasi terus, payah",1
Aplikasi gk pernah jelas,1
"Anggaran doang digedein, aplikasi sama web sama² butut dan suka eror! 👎🏻 Semoga para koruptor anggaran miskin harta sampe keturunan²nya, dan mati mengenaskan! Aamiin 🤲🏻",1
Halo admin. Saya sudah isi form lengkap untuk mendapatkan npwp pribadi namun sampai kini tidak ada kelanjutan. Saya coba login app disuruh nik/npwp. Lalu saya coba isi nik saja. Namun kolom isian Mash kurang lengkap 1 digit. Aneh banget app milik negara kok seperti ini. Erroor atau kurang biaya Tah?,1
"Gak jelas, sudah diisi gakbisa pencet apapun",1
Biaya untuk sistem nya dikorupsi. Aplikasi babi,1
"mungkin tahap uji coba, makanya gagal terus. 🤭",1
Knapa salah terus password nya idpadahaldah bner,2
Buruk,1
"Kalo kata Rocky Gerung, ini aplikasi DUNGU! Tim IT nya suruh pindah posisi aja jadi admin gudang, yg cuma ngedata barang keluar masuk kalo gak becus jadi IT!",1
"Sdh dipadankan nik & NPWP, pas m masuk ke aplikasinya koq ngga bisa?? Aplikasi ngga jelas",1
"Aplikasi ga ada manfaatnya, buat nulis nik aja kolom ga cukup. Yang bikin bocah magang kali",1
Parah banget gak bisa masuk,1
"Sulit banget,kalo mau secara online ya jangan dipersulit loginnya.",1
Suruh orang bayar pajak tpi apknya lemot udh di coba di hp sama laptop tetep lemot gajelas orang pajak emang,1
"Saran aja ini ya, buat aplikasi ga usah muluk muluk. Kalian buat login harus memakai captcha tapi captcha ga keluar. Punya aplikasi itu di urusi Jagan buat asal jadi terus di biarkan",1
"Setiap sampai kode verifikasi sms tidak pernah masuk nyoba sampek puluhan kali ,gimana sih ini ? Percuma di update ,mau taat pajak saja susah nya minta ampun🤦",1
"Ribet jga yaa, pdhal mau laporan pajak",1
Aplikasi buat habisin anggaran..bobrok..sebobrok moral pejabat konoha..yg penting..cuan..cuan..cuan..,1
Aku daftar NPWP pribadi buat kerja kok susah ya? Sebentar kantor offline yg menangani masalah ini dimana sih?,1
JOKOWI SDH KELAMAAN MENJABAT HARUS DIGANTI PARTAI LAIN.SISTEM BOBROK.MAU MINTA EFIN AJA DIPERSULIT.NEGARA ANJIHINGGGG,1
Gimana mau ambil foto kalau keluar sendiri,2
Loe olang memang PANTAS.. Memang pantas untuk OE HANTAM 👩‍🦲👊👊👊 baru bikin akun sudah keblokir... phei phei phei,1
"Aplikasi gak jelas, mau login gak bisa, karakter limit utk NPWP/NIK. Selalu gagal login karena NPWP/NIK tidak bisa ditulis dengan lengkap,, wkwkwk anehh anehh",1
"Kns veripikasi nyari no efin gagal terus sih ,jelek banget aplikasinya",1
"Kecewa berat susah buat daftar online, bufering ujung ujung nya link nya ilang gak terjangkau lagi, 2 x coba masih sama,",1
"Apk/webnya gak jelas mau daftar bikin npwp kga bisa bisa ribet pula, fungsinya serba online itu mempermudah bukan mempersulit, developernya ngambil dari mana kali sekelas bumn loh ini!",1
"Jelek x pecat aja yang buat. Ganti aja slogannya . ""Pajak kita untuk kami""",1
Aplikasi bosok jlek gak guna mau masuk salah pasword & salh NPWP bodoh bngt yg bikin ini web hrus di abtude yg lbh bgus,1
Jelek,1
Bagus,5
"Aplikasi pajangan doang fitur nggak bisa apa2, kata mau era digital pemerintah buat aplikasi begitu aja ribet",1
"App tolol... Buat spt laporan aj g bisa. Di situs resminya error mulu. Server penggalang dana terbesar negara pelayanan kek sampah. Kami ni mau bayar,bkan minta duit.aplgi kami minta duit mau kyak apa ribetnya? Klo kmi g buat spt g bayar pajak,koruptor mau mkan apa? Ngotak lah mas develop",1
"Untuk saat ini belum bisa dikatakan bermanfaat. Login pake NIK, kotak ga cukup, kurang 1 angka. Pake NPWP, password salah terus. Klik lupa password, apk cuma diam ga respon apa2. Trus ni apk buat apa? Belum siap kenapa dilaunching, servernya aman ga nih? Kenapa lagi2 aplikasi punya pemerintah selalu bermasalah? Kalah dgn aplikasi swasta. IT-nya gimana nih?",1
"Apps tidak guna,lupa efin verifikasi gagal terus.lol",1
"untuk masuk akun pakai NIK masih blm bisa, 1 digit terakhir nik tidak bisa masuk. Mohon segera perbaikannya, demi kenyamanan bersama. terimakasih",3
Sebenarnya pengen menghina habis-habisan untuk app ini...,1
"gagak jelas,minta lupa EFIN melalui M-PAJAK VERIFIKASI GAGAL TERUS,PAYAH",1
"Ini apa apaan sih, tolonglah yang jelas kalo bikin apk. Yakali gabisa buat sign in ?",1
"Apa gunannya pemerintah bikin aplikasi online, kalo mau ngurus efin keterangan di web di arahkan di aplikasi, di aplikasi gagal terus, lewat telpon 1500200, malah di arahkan ke KPP langsung,",1
Lewat website bisa login tapi kenapa lewat aplikasi malah ga bisa hmm,2
"Tujuan nginstal buat lupa efin, giluran mw request lupa efin malah error melulu",1
"Payah mau minta EFIN. Udah pengajuan detil pengisiannya dicoba berulangkali tetap aja Gagal ferifikasi ..Aneh! Ini system pemerintah tapi aplikasinya payah bgt, lalu kerja kalian apa? Kukira dipermudah ternyata diPERSULIT!",1
Bagus,5
Login pake nik tapi angkanya ga cukup..,1
Banyak yang ngeluh tapi dari pihak app nggak ada yang ngerespon 🙆🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,1
Emang ada aplikasi atau Web pemerintah yg lancar.???,1
email aktivasi gak pernah dikirim,1
Cacat,1
Aplikasi edan. Makan uang rakyat tapi bikin aplikasi nya ga becus,1
Baru buka udah eror,1
Sangat membantu bikin darah tinggi dan emosi. Masyarakat di suruh digitalisasi sistem tapi pelaksanaan pelayanan untuk masyarakat sangat mengecewakan sangat buruk di berbagai bidang termasuk ini wajib pajak wajib pajak tapi menyulitkan ribet,5
"Aplikasi karya anak bangsa, server kentang proyék selangit🤣",1
"Tolong lah buat pemerintah aturan dan layanan di sesuaikan jangan hanya aturan saja yg di tingkatkan tapi pelayanan buruk , aplikasi pajak kok seperti aplikasi sampah di buka selalu Erorr 👎",1
Error mulu,1
"Parah banget, ngga bisa di buka aplikasinya. Mau regis lewat web juga ngga masuk otp ke nomor saya.",1
Pemerintah ini gmna ya. Padahal kan jg uang pajak banyak. Masak aplikasi Website nya g jelas gini. Kan harusnya pelayan di bagusin ya. Berapa sih buat Website dan aplikasi yg bagus. Bukan korupsi nya d gedein.,1
"Aplikasi pemerintah yang sangat jelek, tidak bisa memasukan NIK 16 angka, pemerintah bodoh",1
Pake developer mana nih... Luar biasa,1
Mantap,4
Tidak perlu,1
aplikasi masih cacad udah di release. 🥲,1
Di download mening lama bgt geraknya padahal sinyal bagus....bikin peraturan buat umum tp pas mau perbaikan via online malah susah..,2
Ini mau daftar baru kenapa baru mau isi email yg aktif kolomnya harus huruf kapital semua anjir,1
Ribet.,1
APK gagal untuk Submit NIK tidak bisa. Dikarenakan Submit di batasi,1
"Aplikasi pemerintah emang selalu gagal😓 Udah lebih dari 5 kali ngirim OTP, udah ditunggu lama tapi gak masuk masuk. Percuma ada aplikasi kalo emang masih bikin ribet.",1
"Lupa efin, isi data selalu gagal, solusinya di suruh ke kantor. Guna aplikasi ini untuk apa?",1
"Mau login padahal udah bener akun sama password, nulis kode keamanan juga bener masih aja di bilang salah kode. Mau login doank di persulit. Benerin itu website nya!",1
"aplikasi gak guna, aplikasi pemerintah kagak ada yg bener, input nik max cuman bsa 15 digit, ya jelas gak bsa login, error trs..ngaco emng",1
"Mau Daftar ribet banget, ngabisin pulsa doang berkali2, masa iya rapcha udh di ketik bener masih salah trus.",1
"aplikasi ngaco, mohon diperbaiki jangan hanya minta uangnya saja",1
Ribet bikin bingung,1
ini saya buat efin tapi kok sampe sekarang belum di kirim ya email nya,1
Ga jelas. Susah d klik aneh,1
"Login pakai NIK KTP tapi yg bisa di ketik cuma 15 angka, 😆 gk bisa dipake app nya",1
"Kok mau lapor dan bayar pajak malah di persulit dgn aplikasi yg tdk berfungsi, beberapa bulan ini selalu bermasalah",1
Kerenn,5
"Ini tempat pelaporanya gak ada yang jelas.kita punya pertanyaan gak ada tempat buat pengaduannya,..aplikasi online tapi kaya offline",1
Data dah bener semua masa salah 🤦,1
"Aplikasi aneh, daftar gak bisa lupa sandi pun gak bisa di klik",1
"Sumpah ribet gak memudahkan malah bikin pusing. Efin lupa, mau ngurus ribet, gak di urus tapi penting. Kenapa sih selalu di persulit",1
"Masa NIK NPWP kan 16 nomor tapi pas mau login maksimal 15 karakter yg bisa diketik, gimana loginnya?",1
Parah pokoknya..,1
Luar biasa,5
"Ku pikir d permudah rupanya sama saja, Sudah input data 3 kali masih tidak valid, padahal sistemnya yang otomatis isi.",1
Klik lupa pasword ga bisa. Gmana nih yg buat aplikasinya?,1
Tidak bisa login nomor NPWP maupun NIK karena kolom angka kurang satu. Aplikasi aneh,1
Developer nya siapa sih masa g bisa login pk nik KTP (maks 15 angka),1
Gak bisa login ini gimana NPWP,5
"Aplikasi gak jelas, suruh masukkan nik/npwp giliran di ketik ga bisa sampe full, npwp nomernya banyak lebih dari 16 dan ada tanda titik,sambung, tapi di aplikasi gak bisa ngetik angka lebih dari 15, trus gimana???? alhasil ngetik nik cuma 15 angka, dan ada notifikasi error mendapatkan npwp😡😡😡",1
Ok,5
Masuk pale nik masa kurang 1 digit.... Gimana mau bener. Pasti salah terus lah,1
Tidak bisa login dengan NIK,1
"Niat kerja gk sih ini dev nya, masukkan nik dan npwp gk bisa full digit ya gmn mau login Pemerintah klau ngerekrut pegawai jgn main² lah, masa bikin aplikasi modelnya kyak gini, habis aja uang negara buat gaji org² gk jelas dan gk kompeten",1
"benerin lagi dl aplikasinya eror""eror mulu",1
parah verif efin gagal mulu salah mulu padahal udah sesuai ktp percuma,1
Aplikasi miskin menu,1
Lemot gilak,1
Ini aplikasi gimana sih ..kode verifikasi lewat SMS GK sampai sampai,2
Ribet banget sumpah nyusahin orang.,1
Tidak membantu sama sekali. Hapus aja,1
"Lupa E-FIN dan sudah masukkan data dengan benar tapi pas submit data ada notif error ""verifikasi gagal"" tidak bisa mengirim data. Kapan diperbaiki aplikasinya??",1
"Error validate ktp, maunya apa",1
"Yakali pak, id udah bener, pasword udh bener. Masih aja gk bisa masuk karena salah pasword.",1
Sangat bermanfaat,5
gk heran klo app yg dikelola pemerintah,1
"ribet sekali hanya untuk daftar npwp. Pergi ke dinas setempat disuruh daftar lewat app, sungguh membingungkan.",2
Aplikasi ga jelas minta efin ajh susah bnget .. pdhal data bner foto selfi jga bner smbil bawa ktp npwp .. perbaiki lah,1
"yailah untuk daftar aja sulit stengah gila,masih ala2 online.jelas dri dlu klw pke online slalu bermslah dan gk berkembang alias nyaman dngan lemotnya sistem yg tdk di perbaharui. please lah klw mau pke sistim online2 perbaiki sistem nya,masa bgini mau dibilng maju.kapan..?",2
"""Tombol"" Buat kode billing ndak aktif terus... 🤦 tolooong!!!!",2
"Wah aneh nih aplikasi,, mau login pakai NIK eh malah digitnya nggak cukup, pakai NPWP juga kagak bisa masuk,, 👎👎👎",1
Mohon arahan min...sy setelah mengisi kolom lupa efin..setelah mau verifikasi kodenya kok terkirim ke nomer sy yg lama tidak aktip..bagaimana cara merubah nomer hp untuk mendapatkan kode verifikasi ke nomer yg skrg masih terpakai,5
rusak aplikasinya,1
"gak bisa login pakai NIK, pas input cuma bisa 15 karakter sedangkan NIK mempunyai 16 karakter",1
"aplikasi kentut, lelet dan banyak iklan",1
"Aplikasi maupun web pemerintah selalu saja jelek, lemot, ribet, beda dengan milik swasta sat set sat set tambah mau menyampaikan kritik namun webnya tidak bisa disubmit.",1
"Login di persulit,, sandi di masukan sudah benar,, tapi tetap salah dari sistem,, sangat mengecewakan",1
Aplikasi asu,1
bolak balik mengisi data lupa kata sandi katanya suruh cek email tapi ttp tidak bisa masuk.. aplikasi parah banget tidak bisa membantu memperlancar.. membingungkan.,3
"Tidak Jelas, melakukan pengajuan lupa Efin selalu gagal verif padahal semua data sudah sesuai dicoba berkali-kali tetap eror terus.",1
"log in berkali2 gk bisa,sudah melakukan validasi data log in pakai NIK tak bisa",1
"Banyak bug, terlihat app ini dipaksakan dibuat, lucunya app ini adalah app yg mengelola uang kolektif seluruh masyarakat untuk pemasukan negara tapi bikin dan ngurus app segini aja kaga beres, kalah sama app pinjol yg meresahkan😂😂",5
Aplikasi taaaaeeekkkkkkkk...... udah itu aja...,1
"Mau foto Selfi utk klaim efin aja sering keluar sendiri, wa admin cabang Kuningan Jaksel Mala cmn di baca , itu karyawan makan gaji buta njing",1
Sdh Di download malah ga bisa masuk,1
"Haduuuhhh mau bikin NPWP aja susahnya minta ampun, tahap 1&2 nya sudah beres giliran isi formulir tingkat 2 nya yg data pribadi itu susah bgt dari smlm sampe skrg ga bisa terus pas verifikasi data padahal data kenceng.",1
"maaf, karena ada pemadanan sekarang login bisa pakai nik, tapi di aplikasi ini max char length di NIK/NPWP hanya 15. jadi untuk login ke djp pakai app ini belum bisa pakai nik. tolong tambahkan max char nya",2
Sdh di isi sesuai permintaan tetap salah terus,1
Aplikasi ini bikin jengkel orang aja NPWP / NIK dan Pw udah bener ... eh ... katanya salah Jadinya kan bikin kesel orang,1
"Jumlah input karakter nik untuk login kurang 1 , sehingga nik yg diinput/diketik tidak akan komplit bagaimanapun caranya. Ini entah disengaja biar gada yg login dulu atau ada kesalahan nulis script kodenya ya 😅 ?",2
"Aplikasinya tidak user friendly, berat udah kaya main game gede, interface juga g enak di lihat",1
"bagus,,",5
aplikasi aneh,1
"Mau daftar aj susah bnr, dibilang akun sudah terdaftar pula",1
"Apa dananya disedot lagi,. Mau login pake nik/npwp tpi karakternya kurang 1. Ambe semua aja",1
"Kode otp tidak kunjung masuk, sudah 2 jam tidak ada sms juga.",1
Aplikasi pemerintah emang gada yang bener. Makanya kalo ada anggaran buat teknologi jangan korupsi Mulu. Perut di gedein. Percaya aja sama developer gausah banyak protes boomer,1
KORUPSI TRUSSS....,1
Tidak bisa daftar akun,1
"Bayar pajak ko ruwet, ka gak jelas, nyusahin orang",1
Apk rusak,1
Kenapa force close terus waktu ambil foto diri,1
"Ga bisa login, jumlah digit kurang",1
"Zaman dah canggih. Tapi masih aja harus ke kantor. Ngurus ini ngurus itu, baru bisa login. Birokrasi masih nggak bisa hilang tah di negra ini? Hadeeeeh, ini to yg namanya modernisasi dgn kearifan lokal?, sudah digital tapi birokrasi harus tetap ada. 😈",1
Sangat membantu,4
Aplikasi babi padahal nomor telepon dah bener tapi ga bisa anjg,1
Aplikasi nya tidak sesuai dengan yang diharapkan.. Selalu gagal untuk meminta efin,1
Kira kira lah bikin aplikasi tadi vaild..buka lagi engk valid...,3
Mantap,5
"Aplikasi cuma menampilkan data dan ajakan giat, minim fitur, mohon diperbaiki",1
Aplikasi TOLOL ! Mau masuk aja susah,1
Sekelas lembaga riba eh pajak masa ga bs buat aplikasi bagus.. heran.. anggarannya lari kemana..??,1
"dua bulan ini ""tombol buat kode billing"" ndak aktif, mau buat kode billing ndak bisa, sebelumnya lancar",3
Ini kode verisikasi efin itu dikirim pakai apa ya? Kok lama bgt ga muncul². Ga pakai pos kan?,1
Login dengan NIK KTP kolom tidak cukup untuk mengisi nomor NIK KTP,1
"Flow proses tidak benar [SESSION TIDAK DITEMUKAN], begitu di cek pakai web menggunakan inspect elemen : Uncaught ReferenceErrorr : jQuery is not defined. hal sesederhana ini lolos test QC IT.",1
"Setlh update, Nama alamat tdk bisa diisi. Sebelum update, jenis setoran yg gak muncul. Aplikasi jelek banget. Mohon segera diperbaiki.",1
"sangat parah,aplikasi tak bermutu,pelayanan tidak memuaskan,mempersulit masyarakat",1
Apps yg asalan saja,1
"Verifikasi gagal terus pulsa kepotong terus padahal kode otpnya sudah benar tapi gagal terus,kalo ga bisa bikin aplikasi mending gak usah di buat Buang2 anggaran aja",1
Aplikasi jembut rontok susah,1
"Mending gausah bikin EFIN dah kalau lupa susah banget nyari² si EFIN, lewat apk keterangan gagal ERR_SMSGW, lewat layanan telpon 1500200 coba menghubungi petugasnya ga bisa tersambung sama petugas malah di matiin telpon nya, lewat chat bot website ga bisa yaudahlah caranya biar gampang dateng ke kantor KPP",1
Minta efin gagal terus apk payah,1
buruk,1
Loginya pas pengisian nik/npw angkanya kurang 1 digit jadi gak bisa login,1
"Susah login, verifikasi gagal terus hadehhh",1
Kurang bisa dimengerti,1
Loh in susah bgt gblok bgt suruh taat pajak tapi ribet,1
"Mau login disuruh isi EFIN. Lupa EFIN disuruh ngisi data diri tapi gagal terus, tertulis gagal mendapat no HP padahal gak ada sama sekali isian no HP. Ribet",1
Aplikasi goblokkkkkk,1
Good job! :),5
aplikasi anjingg mempersulit kebanyakan erorr monyett,1
aplikasi gk jelas pas daftar malah bilang nik tidak terdaftar didukcapil.aneh gk mungkin tau orang baru berapa bulan lalu urus kk dll smua bisa dasar,1
Udh daftar mau masuk ke akun malah tidak terdaftar malah udh daftar 2x adeh,2
Aplikasi sampah!,1
Bukannya benerin web malah bikin aplikasi,1
Buat login pakai NIK tidak bisa. Kolom pengisian kurang/tidak di izinkan.,1
"Aplikasi yg mempersulit masyarakat,,maunya terima uang pajak aja,tapi kita mau login begitu di persulit,,aku masukin nomer mpwp malah gak ditemukan,,",1
"Tidak bisa masuk karena lupa efin di tlpn ke cs minta d bantu malah lempar sana sini, pelayanan nya sangat buruk!",1
Cabca tidak cocok terus. Kacau aplikasi djp 😇,1
Apk bodoh,1
"jangan mempersulit untuk apa ada digital online kalau harus ke kantor pajak,tinggal merubah no npwp ke no nik ktp aja susah banget.data sudah lengkap",1
"buruk,pengen liat efin sama login aja susah dipersulit kok gini banget",1
Gagal terus buat EFIN,1
Aplikasi dangak2...,1
Minimal mobile appnya dikembangin dulu sebelum ngerepotin rakyat,1
"Kenapa ketika mau mengajukan lupa efin di aplikasi, aplikasinya selalu keluar sendiri? Tolong bantuannya",2
Ampas.,1
"Sangat tidak bermanfaat, karena tidak berguna untuk pendaftaran orang pribadi. Harus ke kantor pajak. Apa gunanya aplikasi online? Harusnya memudahkan bagi yang punya inisiatif untuk membuat atau memiliki NPWP pribadi dan bisa bayar pajak. Bagaimana mau bayar pajak, secara pribadi tidak punya NPWP?",1
Jarang update sulit login ngelag,1
